PATENTE;MOVIL Nº;CHASIS Nº;FECHA;MOTIVO;QUIEN INTERVINO
AG059DJ;82;8A1D23008RL637225;19/9/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF571RW;71;8A1D23002PL269167;19/9/2024;Se le cambio lámpara de alta y baja lado derecho y lámpara trasera posición y stop lado derecho.;JAVIER ACUÑA
AE937QN;36;8AP359A02NU160025;19/9/2024;Se le reemplazo el faro trasero lado izquierdo ;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;19/9/2024;La Lata Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF857HF;78;8A1D23000PL387802;19/9/2024;Se le cambio lámpara de giro delantero lado derecho.;JAVIER ACUÑA
AG196ZP;87;8A1D23009RL678592;19/9/2024;se le cambio lamparas de posición delantera ambos lados.;JAVIER ACUÑA
AF215FO;50;8A1D23006NL137221;19/9/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF333BU;59;8A1D23002NL225375;19/9/2024;Se le agrego 2 litros de aceite.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;20/9/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AE937QP;38;8AP359A02NU160191;20/9/2024;Se le agrego 1 litro de aceite ;JAVIER ACUÑA
AF857HF;78;8A1D23000PL387802;23/9/2024;Se le reemplazo el barral valisas ya que el mismo dejó de funcionar ;JAVIER ACUÑA
AF174KK;48;8A1D23001NL135408;23/9/2024;Se le cambio lámparas de alta y baja de ambos lados.;JAVIER ACUÑA
AG445AI;99;8A1D23000RL746035;27/9/2024;Se le cambio lámpara de alta y baja lado izquierdo y lámpara de posición delantera lado derecho.;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;27/9/2024;Se le cambio lámpara de giró trasera lado derecho.;JAVIER ACUÑA
AF333BS;57;8A1D23009NL192519;28/9/2024;Se cambió flexible de frenos delantero lado derecho quedando operativo a los KM 107163.;JAVIER ACUÑA
AF452DA;64;8A1D23002PL242132;28/9/2024;Se le cambio las pastillas de frenos y se reparo barral valisas quedando operativo;JAVIER ACUÑA
AF757AU;76;8A1D23004PL388032;28/9/2024;Se le cambio la batería ya que la que tenía no servía más;JAVIER ACUÑA
AF333BU;59;8A1D23002NL225375;28/9/2024;Se le cambio la batería ya que la que tenía no servía más;JAVIER ACUÑA
AG278OX;91;8A1D23008RL750558;30/9/2024;Se le cambio lámpara de alta y baja lado izquierdo y lámparas de posición delantera ambos lados.;JAVIER ACUÑA
AE870CQ;35;93Y9SR5A3MJ771069;9/10/2024;Se le cambio la batería ya que la que tenían no servía más;JAVIER ACUÑA
 AF047UR;43;8A1D2300XNL019690;9/10/2024;se le acomodaron las cubiertas traseras y se le colocó 2 cubiertas nuevas delanteras y se colocó un criquet botella;JAVIER ACUÑA
AG366YU;98;8A1D2300XRL750674;10/10/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF481PB;67;8A1D23003PL269050;10/10/2024;ya reparado el aire acondicionado y realizó el servicio.;JAVIER ACUÑA
AG315HG;96;8A1D23007RL754391;14/10/2024;Se le realizó cambio de pastillas de frenos;JAVIER ACUÑA
AF047UW;44;8A1D23008NL021583;14/10/2024;Se le agrego 1 litro y medio de aceite;JAVIER ACUÑA
AF571RX;70;8A1D23008PL269156;14/10/2024;Se le agrego 1/2 litro de aceite ;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;14/10/2024;Se le reparo barral valisas y se le cambio lámpara de alta y baja lado derecho quedando operativo.;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;19/10/2024; Se le cambio la batería ya que la que tenía no servía más ;JAVIER ACUÑA
AG278OY;92;8A1D23009RL754392;19/10/2024; Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AG366YT;97;8A1D23000RL715206;19/10/2024;Se le cambio lámpara de alta y baja y lámpara de posición delantera ambas lado derecho , y Se le reemplazo el GPS quedando operativo.;JAVIER ACUÑA
AF857HF;91;8A1D23008RL750558;20/10/2024;Se le cambio lámpara trasera de posición y stop lado izquierdo.;JAVIER ACUÑA
AF047UW;44;8A1D23008NL021583;20/10/2024;Se le cambio lámpara trasera de posición y stop lado derecho;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;27/10/2024;Se le reparo el alternador quedando operativo;JAVIER ACUÑA
AF481OU;65;8A15SRYE5PL288906;27/10/2024;se le instalo corta corriente, Se le cambio lámparas H7 delanteras ambos lados y Se verifico las cámaras ;JAVIER ACUÑA
AF481PH;69;8A1D23009PL269053;28/10/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;29/10/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AG315HB;94;8A1D23003RL750581;4/11/2024;Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 35002.;JAVIER ACUÑA
AF452DA;64;8A1D23002PL242132;4/11/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AG059DJ;82;8A1D23008RL637225;4/11/2024;Se le cambio la batería ya que la que tenía no servía más quedando operativo a los KM 103295.;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;4/11/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF333BV;60;8A1D23002PL234354;7/11/2024;Se le cambio lámpara de posición delantera lado derecho y se le cambio lámpara trasera de posición y stop lado izquierdo;JAVIER ACUÑA
AG366YU;98;8A1D2300XRL750674;7/11/2024;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;11/11/2024; Se le cambio masa y ruleman delantero lado derecho, se le cambio lámpara de alta y baja lado izquierdo;JAVIER ACUÑA
AG012UV;80;8A1D23000PL613529;11/11/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF571RX;70;8A1D23008PL269156;11/11/2024;Se le reemplazo ruleman y masa , mordaza de freno delantero lado izquierdo, Se le cambio las pastillas de frenos, Se le cambio lámpara de alta y baja lado izquierdo y lámpara de posición y stop lado derecho;JAVIER ACUÑA
AF481PB;67;8A1D23003PL269050;11/11/2024; Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AG059DJ;82;8A1D23008RL637225;11/11/2024;Se le reemplazo la batería ya que la que tenía no servía más;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;11/11/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF481OU;65;8A15SRYE5PL288906;14/11/2024;se le colocaron dos llantas nuevas.;JAVIER ACUÑA
AF333BS;57;8A1D23009NL192519;15/11/2024;Se le cambio masa y ruleman delantero lado izquierdo , Se le reemplazo los amortiguadores delanteros y se le cambio las pastillas de frenos ;JAVIER ACUÑA
AF333BW;61;8A15SRYE5PL235644;15/11/2024;Se le cambio lámpara H7 delantera lado derecho, Se le cambio 2 llantas neuvas;JAVIER ACUÑA
AF237KR;51;H4MJ759Q098331;16/11/2024;Se le cambio las pastillas de frenos;JAVIER ACUÑA
AG278OX;91;8A1D23008RL750558;16/11/2024;Se le reemplazo la rueda de auxilio ya que la que tenía no servía más.;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;16/11/2024;Se le cambio ruleman y masa delantera lado izquierdo y se le reemplazo las pastillas de frenos quedando operativo ;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;19/11/2024;Se le cambio lámpara de alta y baja lado derecho;JAVIER ACUÑA
AF305MA;55;8A1D23000NL154723;19/11/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF333BW;61;8A15SRYE5PL235644;19/11/2024;Se le colocó 2 cubiertas nuevas delanteras;JAVIER ACUÑA
AG278OX;91;8A1D23008RL750558;19/11/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF857HF;78;8A1D23000PL387802;21/11/2024;Se le cambio masa y ruleman delantero lado derecho, Se le cambio las pastillas de frenos, Se le reparo el barral valisas y se le regulo el frenos de manos;JAVIER ACUÑA
AG445AI;99;8A1D23000RL746035;21/11/2024;Se le cambio la batería ya que la que tenía no servía más;JAVIER ACUÑA
AG366YT;97;8A1D23000RL715206;23/11/2024;Se le cambio lámpara de alta y baja lado izquierdo y Se le reemplazo la batería ya que la que tenía no servía más;JAVIER ACUÑA
AG445AI;99;8A1D23000RL746035;23/11/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF757AU;76;8A1D23004PL388032;23/11/2024;Se le cambio lámpara de posición y stop lado izquierdo.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;23/11/2024;Se le cambio lámpara de alta y baja lado izquierdo;JAVIER ACUÑA
AG059DG;81;8A1D23003RL643272;23/11/2024;Se le reemplazo las pastillas de frenos y se le cambio lámpara de posición y stop lado izquierdo;JAVIER ACUÑA
AF608ZD;74;8A1D23009PL291540;23/11/2024;Se le cambio masa y ruleman delantero lado izquierdo y se le reemplazo las pastillas de frenos;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;26/11/2024;Se le cambio la cruzeta del Cardan quedando operativo ;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;26/11/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF757AU;76;8A1D23004PL388032;26/11/2024;Se le colocó 2 cubiertas nuevas delanteras quedando operativo;JAVIER ACUÑA
AF857HF;78;8A1D23000PL387802;27/11/2024;Se le cambió la batería ya que la que tenía no servía más;JAVIER ACUÑA
AF333BU;59;8A1D23002NL225375;27/11/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;28/11/2024;Se le agrego 2 litros de aceite y se le cambio lámpara trasera de posición y stop lado derecho.;JAVIER ACUÑA
AF305MA;55;8A1D23000NL154723;28/11/2024;Se le reemplazo las pastillas de frenos, Se le cambio lámpara de posición delantera ambos lados y lámpara de alta y baja lado derecho;JAVIER ACUÑA
AF757AZ;77;8A1D23001PL387789;28/11/2024;Se le reparo barral valisas quedando operativo.;JAVIER ACUÑA
AG196ZQ;88;8A1D2300XRL705024;29/11/2024;Se le cambio las pastillas de frenos y se le reparo barral valisas quedando operativo;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;30/11/2024;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo a los KM 160465.;JAVIER ACUÑA
AG445AI;99;8A1D23000RL746035;30/11/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF571RX;70;8A1D23008PL269156;5/12/2024;Se le reemplazo ruleman y masa delantera lado derecho y se le cambio las pastillas de frenos;JAVIER ACUÑA
AG278OZ;93;8A1D2300XRL750562;6/12/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF333BS;57;8A1D23009NL192519;6/12/2024;Se le realizó cambio de ruleman y masa delantera lado derecho, Se le reemplazo la mordaza, disco y pastillas de frenos;JAVIER ACUÑA
AF481PH;69;8A1D23009PL269053;6/12/2024;Se le cambio las rotulas superiores de parrilla delanteras ,Se le reemplazo los amortiguadores delanteros ;JAVIER ACUÑA
AG705QN;101;8A1D23000RL768469;6/12/2024;Se le instalo cubre caja , persiana cubre caja y Se le colocó cadena y candado a la rueda de auxilio.;JAVIER ACUÑA
AF757AZ;77;8A1D23001PL387789;9/12/2024;Se le cambio lámparas de alta y baja de ambos lados.;JAVIER ACUÑA
AF481PB;67;8A1D23003PL269050;9/12/2024;Se le agrego 2 litros de aceite.;JAVIER ACUÑA
AG059DJ;82;8A1D23008RL637225;9/12/2024;Se le cambio lámpara de alta y baja lado derecho y lámpara trasera de posición y stop lado izquierdo.;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;9/12/2024;Se le cambio lámparas de alta y baja de ambos lados.;JAVIER ACUÑA
AG196ZP;87;8A1D23009RL678592;12/12/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;12/12/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF305MB;56;8A1D23008NL154716;12/12/2024;Se le agrego 2 litros de aceite quedando operativo.;JAVIER ACUÑA
AF421HL;62;8A15SRYE5PL270935;12/12/2024;Se le cambio lámpara H7 delantera lado derecho.;JAVIER ACUÑA
AF333BT;58;8A15SRYE5PL235471;12/12/2024;se le cambio la batería a los Km 70.000 ;JAVIER ACUÑA
AG196ZR;89;8A1D23004RL705035;12/12/2024;se le cambio bateria a los Km 69.500;JAVIER ACUÑA
AF571RW;71;8A1D23002PL269167;14/12/2024;Se le reemplazo la bomba de agua, Se le cambio los amortiguadores delanteros, Se le cambiaron las pastillas de frenos y Se le colocó 2 cubiertas nuevas delantera;JAVIER ACUÑA
AA909VM;16;93Y9SR5A6HJ634085;14/12/2024;Se le reemplazo las 4 bujias y las 4 bobinas , Se le realizó limpieza del cuerpo aceleración;JAVIER ACUÑA
AF481PB;67;8A1D23003PL269050;14/12/2024;Se le cambio lámpara de alta y baja lado izquierdo y lámpara de giro delantero lado izquierdo.;JAVIER ACUÑA
AF757AU;76;8A1D23004PL388032;14/12/2024;Se le cambio lámpara de alta y baja de ambos lados.;JAVIER ACUÑA
AG196ZQ;88;8A1D2300XRL705024;14/12/2024;Se le colocó 2 cubiertas nuevas delanteras y se le acomodo las cubiertas traseras;JAVIER ACUÑA
AF481PH;69;8A1D23009PL269053;14/12/2024;Se le reemplazo la batería ya que la que tenía;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;17/12/2024;Se le colocó 2 cubiertas nuevas delanteras;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;17/12/2024;Se le reemplazo la batería ya que la que tenía no servía;JAVIER ACUÑA
AG366YU;98;8A1D2300XRL750674;17/12/2024;Se le reemplazo las cubiertas rueda delantera y trasera lado derecho y se verifico las cámaras quedando operativo;JAVIER ACUÑA
AE870CP;34;93Y9SR5A3MJ801143;17/12/2024;Se le reparo el alternador quedando operativo a los KM 82018.;JAVIER ACUÑA
AG059DH;83;8A1D23000RL637820;17/12/2024;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo;JAVIER ACUÑA
AF481PB;67;8A1D23003PL269050;23/12/2024;Se le cambio lámpara Giro delantero lado izquierdo.;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;23/12/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AG196ZP;87;8A1D23009RL678592;23/12/2024;Se le reemplazo la batería ya que la que tenía no servía más quedando operativo;JAVIER ACUÑA
AF757AU;76;8A1D23004PL388032;23/12/2024;Se le cambio lámpara de posición y stop lado derecho.;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;24/12/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF333BU;59;8A1D23002NL225375;24/12/2024;Se le reparo el alternador, Se le cambio los amortiguadores delanteros y se le reemplazo las pastillas de frenos;JAVIER ACUÑA
AG366YU;98;8A1D2300XRL750674;27/12/2024;Se le cambio lámparas de alta y baja de ambos lados.;JAVIER ACUÑA
AF047UQ;42;8A1D23007NL017668;30/12/2024;Se le cambio lámpara de alta y baja lado derecho.;JAVIER ACUÑA
AF452DA;64;8A1D23002PL242132;30/12/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF757AS;75;8A1D23004PL388029;30/12/2024;Se le cambio lámpara de alta y baja lado izquierdo.;JAVIER ACUÑA
AF047UR;43;8A1D2300XNL019690;31/12/2024;Se le verifico las campanas y cintas de frenos trasero y se reparo un cilindro de frenos trasero lado izquierdo;JAVIER ACUÑA
AG315HD;95;8A1D2300XRL750576;31/12/2024;se le cambio lámpara de alta y baja lado izquierdo, Se le colocó 2 cubiertas nuevas delanteras ;JAVIER ACUÑA
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
